Time (ps),Channel 1 - Counts per bin,Channel 2 - Counts per bin
4820000000,0,0
4830000000,0,0
4840000000,0,0
4850000000,0,0
4860000000,0,0
4870000000,0,0
4880000000,0,0
4890000000,0,0
4900000000,0,0
4910000000,0,0
4920000000,0,0
4930000000,0,0
4940000000,0,0
4950000000,0,0
4960000000,0,0
4970000000,0,0
4980000000,0,0
4990000000,0,0
5000000000,0,0
5010000000,0,0
5020000000,0,0
5030000000,0,0
5040000000,0,0
5050000000,0,0
5060000000,0,0
5070000000,0,0
5080000000,0,0
5090000000,0,0
5100000000,0,0
5110000000,0,0
5120000000,0,0
5130000000,0,0
5140000000,0,0
5150000000,0,0
5160000000,0,0
5170000000,0,0
5180000000,0,0
5190000000,0,0
5200000000,0,0
5210000000,0,0
5220000000,0,0
5230000000,0,0
5240000000,0,0
5250000000,0,0
5260000000,0,0
5270000000,0,0
5280000000,0,0
5290000000,0,0
5300000000,0,0
5310000000,0,0
5320000000,0,0
5330000000,0,0
5340000000,0,0
5350000000,0,0
5360000000,0,0
5370000000,0,0
5380000000,0,0
5390000000,0,0
5400000000,0,0
5410000000,0,0
5420000000,0,0
5430000000,0,0
5440000000,0,0
5450000000,0,0
5460000000,0,0
5470000000,0,0
5480000000,0,0
5490000000,0,0
5500000000,0,0
5510000000,0,0
5520000000,0,0
5530000000,0,0
5540000000,0,0
5550000000,0,0
5560000000,0,0
5570000000,0,0
5580000000,0,0
5590000000,0,0
5600000000,0,0
5610000000,0,0
5620000000,0,0
5630000000,0,0
5640000000,0,0
5650000000,0,0
5660000000,0,0
5670000000,0,0
5680000000,0,0
5690000000,0,0
5700000000,0,0
5710000000,0,0
5720000000,0,0
5730000000,0,0
5740000000,0,0
5750000000,0,0
5760000000,0,0
5770000000,0,0
5780000000,0,0
5790000000,0,0
5800000000,0,0
5810000000,0,0
5820000000,0,0
5830000000,0,0
5840000000,0,0
5850000000,0,0
5860000000,1,0
5870000000,0,0
5880000000,0,0
5890000000,0,0
5900000000,0,0
5910000000,0,0
5920000000,0,0
5930000000,0,0
5940000000,0,0
5950000000,0,0
5960000000,0,0
5970000000,0,0
5980000000,0,0
5990000000,0,0
6000000000,0,0
6010000000,0,0
6020000000,0,0
6030000000,0,0
6040000000,0,0
6050000000,0,0
6060000000,0,0
6070000000,0,0
6080000000,0,0
6090000000,0,0
6100000000,0,0
6110000000,0,0
6120000000,0,0
6130000000,0,0
6140000000,0,0
6150000000,0,0
6160000000,0,0
6170000000,0,0
6180000000,0,0
6190000000,0,0
6200000000,0,0
6210000000,0,0
6220000000,0,0
6230000000,0,0
6240000000,0,0
6250000000,0,0
6260000000,0,0
6270000000,0,0
6280000000,0,0
6290000000,0,0
6300000000,0,0
6310000000,0,0
6320000000,0,0
6330000000,0,0
6340000000,0,0
6350000000,0,0
6360000000,0,0
6370000000,0,0
6380000000,0,0
6390000000,0,0
6400000000,0,0
6410000000,0,0
6420000000,0,0
6430000000,0,0
6440000000,0,0
6450000000,0,0
6460000000,0,0
6470000000,0,0
6480000000,0,0
6490000000,0,0
6500000000,0,0
6510000000,0,0
6520000000,0,0
6530000000,0,0
6540000000,0,0
6550000000,0,0
6560000000,0,0
6570000000,0,0
6580000000,0,0
6590000000,0,0
6600000000,0,0
6610000000,0,0
6620000000,0,0
6630000000,0,0
6640000000,0,0
6650000000,0,0
6660000000,0,0
6670000000,0,0
6680000000,0,0
6690000000,0,0
6700000000,0,0
6710000000,0,0
6720000000,0,0
6730000000,0,0
6740000000,0,0
6750000000,0,0
6760000000,0,0
6770000000,0,0
6780000000,0,0
6790000000,0,0
6800000000,0,0
6810000000,0,0
6820000000,0,0
6830000000,0,0
6840000000,0,0
6850000000,0,0
6860000000,0,0
6870000000,0,0
6880000000,0,0
6890000000,0,0
6900000000,0,0
6910000000,0,0
6920000000,0,0
6930000000,0,0
6940000000,0,0
6950000000,0,0
6960000000,0,0
6970000000,0,0
6980000000,0,0
6990000000,0,0
7000000000,0,0
7010000000,0,0
7020000000,0,0
7030000000,0,0
7040000000,0,0
7050000000,0,0
7060000000,0,0
7070000000,0,0
7080000000,0,0
7090000000,0,0
7100000000,0,0
7110000000,0,0
7120000000,0,0
7130000000,0,0
7140000000,0,0
7150000000,0,0
7160000000,0,0
7170000000,0,0
7180000000,0,0
7190000000,0,0
7200000000,0,0
7210000000,0,0
7220000000,0,0
7230000000,0,0
7240000000,0,0
7250000000,0,0
7260000000,0,0
7270000000,0,0
7280000000,0,0
7290000000,0,0
7300000000,0,0
7310000000,0,0
7320000000,0,0
7330000000,0,0
7340000000,0,0
7350000000,0,0
7360000000,0,0
7370000000,0,0
7380000000,0,0
7390000000,0,0
7400000000,0,0
7410000000,0,0
7420000000,0,0
7430000000,0,0
7440000000,0,0
7450000000,0,0
7460000000,0,0
7470000000,0,0
7480000000,0,0
7490000000,0,0
7500000000,0,0
7510000000,0,0
7520000000,0,0
7530000000,0,0
7540000000,0,0
7550000000,0,0
7560000000,0,0
7570000000,0,0
7580000000,0,0
7590000000,0,0
7600000000,0,0
7610000000,0,0
7620000000,0,0
7630000000,0,0
7640000000,0,0
7650000000,0,0
7660000000,0,0
7670000000,0,0
7680000000,0,0
7690000000,0,0
7700000000,0,0
7710000000,0,0
7720000000,0,0
7730000000,0,0
7740000000,0,0
7750000000,0,0
7760000000,0,0
7770000000,0,0
7780000000,0,0
7790000000,0,0
7800000000,0,0
7810000000,0,0
7820000000,0,0
7830000000,0,0
7840000000,0,0
7850000000,0,0
7860000000,0,0
7870000000,0,0
7880000000,0,0
7890000000,0,0
7900000000,0,0
7910000000,0,0
7920000000,0,0
7930000000,0,0
7940000000,0,0
7950000000,0,0
7960000000,0,0
7970000000,0,0
7980000000,0,0
7990000000,0,0
8000000000,0,0
8010000000,0,0
8020000000,0,0
8030000000,0,0
8040000000,0,0
8050000000,0,0
8060000000,0,0
8070000000,0,0
8080000000,0,0
8090000000,0,0
8100000000,0,0
8110000000,0,0
8120000000,0,0
8130000000,0,0
8140000000,0,0
8150000000,0,0
8160000000,0,0
8170000000,0,0
8180000000,0,0
8190000000,0,0
8200000000,0,0
8210000000,0,0
8220000000,0,0
8230000000,0,0
8240000000,0,0
8250000000,0,0
8260000000,1,0
8270000000,1,0
8280000000,0,0
8290000000,0,0
8300000000,0,0
8310000000,0,0
8320000000,0,0
8330000000,0,0
8340000000,0,0
8350000000,0,0
8360000000,0,0
8370000000,0,0
8380000000,0,0
8390000000,0,0
8400000000,0,0
8410000000,0,0
8420000000,0,0
8430000000,0,0
8440000000,0,0
8450000000,0,0
8460000000,0,0
8470000000,0,0
8480000000,0,0
8490000000,0,0
8500000000,0,0
8510000000,0,0
8520000000,0,0
8530000000,0,0
8540000000,0,0
8550000000,0,0
8560000000,0,0
8570000000,0,0
8580000000,1,0
8590000000,0,0
8600000000,0,0
8610000000,0,0
8620000000,0,0
8630000000,0,0
8640000000,0,0
8650000000,0,0
8660000000,1,0
8670000000,0,0
8680000000,0,0
8690000000,0,0
8700000000,0,0
8710000000,0,0
8720000000,0,0
8730000000,0,0
8740000000,0,0
8750000000,0,0
8760000000,0,0
8770000000,0,0
8780000000,0,0
8790000000,0,0
8800000000,0,0
8810000000,0,0
8820000000,0,0
8830000000,0,0
8840000000,0,0
8850000000,0,0
8860000000,0,0
8870000000,0,0
8880000000,0,0
8890000000,0,0
8900000000,0,0
8910000000,0,0
8920000000,0,0
8930000000,0,0
8940000000,0,0
8950000000,0,0
8960000000,0,0
8970000000,0,0
8980000000,0,0
8990000000,0,0
9000000000,0,0
9010000000,0,0
9020000000,0,0
9030000000,0,0
9040000000,0,0
9050000000,0,0
9060000000,0,0
9070000000,0,0
9080000000,0,0
9090000000,0,0
9100000000,0,0
9110000000,0,0
9120000000,0,0
9130000000,0,0
9140000000,0,0
9150000000,0,0
9160000000,0,0
9170000000,0,0
9180000000,0,0
9190000000,0,0
9200000000,0,0
9210000000,0,0
9220000000,0,0
9230000000,0,0
9240000000,0,0
9250000000,0,0
9260000000,0,0
9270000000,0,0
9280000000,0,0
9290000000,0,0
9300000000,0,0
9310000000,0,0
9320000000,0,0
9330000000,0,0
9340000000,0,0
9350000000,0,0
9360000000,0,0
9370000000,0,0
9380000000,0,0
9390000000,0,0
9400000000,0,0
9410000000,0,0
9420000000,0,0
9430000000,0,0
9440000000,0,0
9450000000,0,0
9460000000,0,0
9470000000,0,0
9480000000,0,0
9490000000,0,0
9500000000,0,0
9510000000,0,0
9520000000,0,0
9530000000,0,0
9540000000,0,0
9550000000,0,0
9560000000,0,0
9570000000,0,0
9580000000,0,0
9590000000,0,0
9600000000,0,0
9610000000,0,0
9620000000,0,0
9630000000,0,0
9640000000,0,0
9650000000,0,0
9660000000,0,0
9670000000,0,0
9680000000,0,0
9690000000,0,0
9700000000,0,0
9710000000,0,0
9720000000,0,0
9730000000,0,0
9740000000,0,0
9750000000,0,0
9760000000,0,0
9770000000,0,0
9780000000,0,0
9790000000,0,0
9800000000,0,0
9810000000,0,0
9820000000,0,0
9830000000,0,0
9840000000,0,0
9850000000,0,0
9860000000,0,0
9870000000,0,0
9880000000,0,0
9890000000,0,0
9900000000,0,0
9910000000,0,0
9920000000,0,0
9930000000,0,0
9940000000,0,0
9950000000,0,0
9960000000,0,0
9970000000,0,0
9980000000,0,0
9990000000,0,0
10000000000,0,0
10010000000,0,0
10020000000,0,0
10030000000,0,0
10040000000,0,0
10050000000,0,0
10060000000,0,0
10070000000,0,0
10080000000,0,0
10090000000,0,0
10100000000,0,0
10110000000,0,0
10120000000,0,0
10130000000,0,0
10140000000,0,0
10150000000,0,0
10160000000,0,0
10170000000,0,0
10180000000,0,0
10190000000,0,0
10200000000,0,0
10210000000,0,0
10220000000,0,0
10230000000,0,0
10240000000,0,0
10250000000,0,0
10260000000,0,0
10270000000,0,0
10280000000,0,0
10290000000,0,0
10300000000,0,0
10310000000,0,0
10320000000,0,0
10330000000,0,0
10340000000,0,0
10350000000,0,0
10360000000,0,0
10370000000,0,0
10380000000,0,0
10390000000,0,0
10400000000,0,0
10410000000,0,0
10420000000,0,0
10430000000,0,0
10440000000,0,0
10450000000,0,0
10460000000,0,0
10470000000,0,0
10480000000,0,0
10490000000,0,0
10500000000,0,0
10510000000,0,0
10520000000,0,0
10530000000,0,0
10540000000,0,0
10550000000,0,0
10560000000,0,0
10570000000,0,0
10580000000,0,0
10590000000,0,0
10600000000,0,0
10610000000,0,0
10620000000,0,0
10630000000,0,0
10640000000,0,0
10650000000,0,0
10660000000,0,0
10670000000,0,0
10680000000,0,0
10690000000,0,0
10700000000,0,0
10710000000,0,0
10720000000,0,0
10730000000,0,0
10740000000,0,0
10750000000,0,0
10760000000,0,0
10770000000,0,0
10780000000,0,0
10790000000,0,0
10800000000,0,0
10810000000,0,0
10820000000,0,0
10830000000,0,0
10840000000,0,0
10850000000,0,0
10860000000,0,0
10870000000,0,0
10880000000,0,0
10890000000,0,0
10900000000,0,0
10910000000,0,0
10920000000,0,0
10930000000,0,0
10940000000,0,0
10950000000,0,0
10960000000,0,0
10970000000,0,0
10980000000,0,0
10990000000,0,0
11000000000,0,0
11010000000,0,0
11020000000,0,0
11030000000,0,0
11040000000,0,0
11050000000,0,0
11060000000,0,0
11070000000,0,0
11080000000,0,0
11090000000,0,0
11100000000,0,0
11110000000,0,0
11120000000,0,0
11130000000,0,0
11140000000,0,0
11150000000,0,0
11160000000,0,0
11170000000,0,0
11180000000,0,0
11190000000,0,0
11200000000,0,0
11210000000,0,0
11220000000,0,0
11230000000,0,0
11240000000,0,0
11250000000,0,0
11260000000,0,0
11270000000,0,0
11280000000,0,0
11290000000,0,0
11300000000,0,0
11310000000,0,0
11320000000,0,0
11330000000,0,0
11340000000,0,0
11350000000,0,0
11360000000,0,0
11370000000,0,0
11380000000,0,0
11390000000,0,0
11400000000,0,0
11410000000,0,0
11420000000,0,0
11430000000,0,0
11440000000,0,0
11450000000,0,0
11460000000,0,0
11470000000,0,0
11480000000,0,0
11490000000,0,0
11500000000,0,0
11510000000,0,0
11520000000,0,0
11530000000,0,0
11540000000,0,0
11550000000,0,0
11560000000,0,0
11570000000,0,0
11580000000,0,0
11590000000,0,0
11600000000,0,0
11610000000,1,0
11620000000,0,0
11630000000,0,0
11640000000,0,0
11650000000,0,0
11660000000,0,0
11670000000,0,0
11680000000,0,0
11690000000,0,0
11700000000,0,0
11710000000,0,0
11720000000,0,0
11730000000,0,0
11740000000,0,0
11750000000,0,0
11760000000,0,0
11770000000,0,0
11780000000,0,0
11790000000,0,0
11800000000,0,0
11810000000,0,0
11820000000,0,0
11830000000,0,0
11840000000,0,0
11850000000,0,0
11860000000,0,0
11870000000,0,0
11880000000,0,0
11890000000,0,0
11900000000,0,0
11910000000,0,0
11920000000,0,0
11930000000,0,0
11940000000,0,0
11950000000,0,0
11960000000,0,0
11970000000,0,0
11980000000,0,0
11990000000,0,0
12000000000,0,0
12010000000,0,0
12020000000,0,0
12030000000,0,0
12040000000,0,0
12050000000,0,0
12060000000,0,0
12070000000,0,0
12080000000,0,0
12090000000,0,0
12100000000,0,0
12110000000,0,0
12120000000,0,0
12130000000,0,0
12140000000,0,0
12150000000,0,0
12160000000,0,0
12170000000,0,0
12180000000,0,0
12190000000,0,0
12200000000,0,0
12210000000,0,0
12220000000,0,0
12230000000,0,0
12240000000,0,0
12250000000,0,0
12260000000,0,0
12270000000,0,0
12280000000,0,0
12290000000,0,0
12300000000,0,0
12310000000,0,0
12320000000,0,0
12330000000,0,0
12340000000,0,0
12350000000,0,0
12360000000,0,0
12370000000,0,0
12380000000,0,0
12390000000,0,0
12400000000,0,0
12410000000,0,0
12420000000,0,0
12430000000,0,0
12440000000,0,0
12450000000,0,0
12460000000,0,0
12470000000,0,0
12480000000,0,0
12490000000,0,0
12500000000,0,0
12510000000,0,0
12520000000,0,0
12530000000,0,0
12540000000,0,0
12550000000,0,0
12560000000,0,0
12570000000,0,0
12580000000,0,0
12590000000,0,0
12600000000,0,0
12610000000,0,0
12620000000,0,0
12630000000,0,0
12640000000,0,0
12650000000,0,0
12660000000,0,0
12670000000,0,0
12680000000,0,0
12690000000,0,0
12700000000,0,0
12710000000,0,0
12720000000,0,0
12730000000,0,0
12740000000,0,0
12750000000,0,0
12760000000,0,0
12770000000,0,0
12780000000,0,0
12790000000,0,0
12800000000,0,0
12810000000,0,0
12820000000,0,0
12830000000,0,0
12840000000,0,0
12850000000,0,0
12860000000,0,0
12870000000,0,0
12880000000,1,0
12890000000,0,0
12900000000,0,0
12910000000,0,0
12920000000,0,0
12930000000,0,0
12940000000,0,0
12950000000,0,0
12960000000,0,0
12970000000,0,0
12980000000,0,0
12990000000,0,0
13000000000,0,0
13010000000,0,0
13020000000,0,0
13030000000,0,0
13040000000,0,0
13050000000,0,0
13060000000,0,0
13070000000,0,0
13080000000,0,0
13090000000,0,0
13100000000,0,0
13110000000,0,0
13120000000,0,0
13130000000,0,0
13140000000,0,0
13150000000,0,0
13160000000,0,0
13170000000,0,0
13180000000,0,0
13190000000,0,0
13200000000,0,0
13210000000,0,0
13220000000,0,0
13230000000,0,0
13240000000,0,0
13250000000,0,0
13260000000,0,0
13270000000,0,0
13280000000,0,0
13290000000,0,0
13300000000,0,0
13310000000,0,0
13320000000,0,0
13330000000,0,0
13340000000,0,0
13350000000,0,0
13360000000,0,0
13370000000,0,0
13380000000,0,0
13390000000,0,0
13400000000,0,0
13410000000,0,0
13420000000,0,0
13430000000,0,0
13440000000,0,0
13450000000,0,0
13460000000,0,0
13470000000,0,0
13480000000,0,0
13490000000,0,0
13500000000,0,0
13510000000,0,0
13520000000,0,0
13530000000,0,0
13540000000,0,0
13550000000,0,0
13560000000,0,0
13570000000,0,0
13580000000,0,0
13590000000,0,0
13600000000,0,0
13610000000,0,0
13620000000,0,0
13630000000,0,0
13640000000,0,0
13650000000,0,0
13660000000,0,0
13670000000,0,0
13680000000,0,0
13690000000,1,0
13700000000,0,0
13710000000,0,0
13720000000,0,0
13730000000,0,0
13740000000,0,0
13750000000,0,0
13760000000,0,0
13770000000,0,0
13780000000,0,0
13790000000,0,0
13800000000,0,0
13810000000,0,0
13820000000,0,0
13830000000,0,0
13840000000,0,0
13850000000,0,0
13860000000,0,0
13870000000,0,0
13880000000,0,0
13890000000,0,0
13900000000,0,0
13910000000,1,0
13920000000,0,0
13930000000,0,0
13940000000,0,0
13950000000,0,0
13960000000,0,0
13970000000,0,0
13980000000,0,0
13990000000,0,0
14000000000,0,0
14010000000,0,0
14020000000,0,0
14030000000,0,0
14040000000,0,0
14050000000,0,0
14060000000,0,0
14070000000,0,0
14080000000,0,0
14090000000,0,0
14100000000,0,0
14110000000,0,0
14120000000,0,0
14130000000,0,0
14140000000,0,0
14150000000,0,0
14160000000,0,0
14170000000,0,0
14180000000,0,0
14190000000,0,0
14200000000,0,0
14210000000,0,0
14220000000,1,0
14230000000,0,0
14240000000,0,0
14250000000,0,0
14260000000,0,0
14270000000,0,0
14280000000,0,0
14290000000,0,0
14300000000,0,0
14310000000,0,0
14320000000,0,0
14330000000,0,0
14340000000,0,0
14350000000,0,0
14360000000,0,0
14370000000,0,0
14380000000,0,0
14390000000,0,0
14400000000,0,0
14410000000,0,0
14420000000,0,0
14430000000,0,0
14440000000,0,0
14450000000,0,0
14460000000,0,0
14470000000,0,0
14480000000,0,0
14490000000,0,0
14500000000,0,0
14510000000,0,0
14520000000,0,0
14530000000,0,0
14540000000,0,0
14550000000,0,0
14560000000,0,0
14570000000,0,0
14580000000,0,0
14590000000,0,0
14600000000,0,0
14610000000,0,0
14620000000,0,0
14630000000,0,0
14640000000,0,0
14650000000,0,0
14660000000,0,0
14670000000,0,0
14680000000,0,0
14690000000,0,0
14700000000,0,0
14710000000,0,0
14720000000,0,0
14730000000,0,0
14740000000,0,0
14750000000,0,0
14760000000,0,0
14770000000,0,0
14780000000,0,0
14790000000,0,0
14800000000,0,0
14810000000,0,0
14820000000,0,0
14830000000,0,0
14840000000,0,0
14850000000,0,0
14860000000,0,0
14870000000,0,0
14880000000,0,0
14890000000,0,0
14900000000,0,0
14910000000,1,0
14920000000,0,0
14930000000,0,0
14940000000,0,0
14950000000,0,0
14960000000,0,0
14970000000,0,0
14980000000,0,0
14990000000,0,0
15000000000,0,0
15010000000,0,0
15020000000,0,0
15030000000,0,0
15040000000,0,0
15050000000,0,0
15060000000,0,0
15070000000,0,0
15080000000,0,0
15090000000,0,0
15100000000,0,0
15110000000,0,0
15120000000,0,0
15130000000,0,0
15140000000,0,0
15150000000,0,0
15160000000,0,0
15170000000,0,0
15180000000,0,0
15190000000,0,0
15200000000,0,0
15210000000,0,0
15220000000,0,0
15230000000,0,0
15240000000,0,0
15250000000,1,0
15260000000,0,0
15270000000,0,0
15280000000,0,0
15290000000,0,0
15300000000,0,0
15310000000,0,0
15320000000,0,0
15330000000,0,0
15340000000,0,0
15350000000,0,0
15360000000,0,0
15370000000,0,0
15380000000,0,0
15390000000,0,0
15400000000,0,0
15410000000,0,0
15420000000,0,0
15430000000,0,0
15440000000,0,0
15450000000,0,0
15460000000,0,0
15470000000,0,0
15480000000,0,0
15490000000,0,0
15500000000,0,0
15510000000,0,0
15520000000,0,0
15530000000,0,0
15540000000,0,0
15550000000,0,0
15560000000,0,0
15570000000,0,0
15580000000,0,0
